Job Title,Salary Estimate,Rating,Company Name,Location,Industry,Sector,Job Description
DevOps Dojo Coach,"$147,500",4.7,Liatrio,United States,"Industry
Information Technology Support Services",Information Technology,"About Liatrio

Liatrio is a boutique consulting firm that helps enterprises deliver software faster, safer, and more efficiently. Our work is dual mode: engineering delivery and people enablement. We lead DevOps transformations in many different industries, anywhere from financial institutions to healthcare providers.

What We’re Looking For

We’re looking for Dojo Coaches who are passionate about both best practices in modern engineering and enabling clients through transferring knowledge, coaching, training, and upskilling. You’re a strategic influence and trusted advisor for clients and stakeholders. You’re passionate and a motivated team player.

Liatrio lives and breathes the following traits; people on our team tend to have a combination of the following qualities:
Willingness and hunger to learn
Devotion to open communication and transparency
Value collaboration and willingness to share responsibilities across internal and client work
Effectively communicate in difficult conversations
- Desire to solve complex problems - interpersonal, technical, and business
Ability to acknowledge shortcomings and provide solutions
Empathy towards others
Appreciate mentoring and helping others grow
Navigate ambiguity and frequent change

Who You Are
In this hands-on and semi-technical role, you will be helping uplift, coach, and onboard our clients’ team and leaders onto the DevOps way of working. This includes enabling teams not just on the processes and culture but also on automation and frameworks that enable build & infrastructure automation, continuous delivery, quality and cloud-native engineering practices. At our organization, you will experience our way of doing things including hiring, training, peer mentorship, capability creation and innovation.
Lead/Co-lead our Dojos with one or more coaches by taking a delivery team of up to 15 individuals through a DevOps transformation experience (CI, CD, DDD, TDD, BDD, ChatOps, Cloud Native)
Work closely with a delivery team to develop good DevOps culture, process, pipeline and platform capabilitiesWork with a team of coaches to design, deliver, improve and enhance the dojo experiences by creating new materials and techniques
Frequently observe delivery teams and look for improvement opportunities or better ways to ingrain healthy DevOps practices for longer-term adoption
Lead and translate change at enterprise clients to remove impediments (political, financial, mental, social) for the adoption of DevOps at team, cross-functional, and organizational levels
Understand and advocate DevOps point of view and transformation concepts to our leadership

We each bring varying degrees of knowledge to the table. You will have experience in several of these areas but not necessarily all of them. This is not a comprehensive list; there may be other equally valuable skills and experience you bring that are not listed here.
Tools and Technologies
Modern OO development languages (Java, Python, Ruby, or similar)
Communication Tools (Slack, Mattermost, Teams, Confluence, or similar)
Scripting languages (bash, shell, ansible, chef, puppet, or similar)Source Control Management Systems (all major GIT variations)
Ticket/Defect tracking Systems (JIRA or similar tools)
Build Systems (GitHub Actions, Jenkins, or similar tools)
Deployment Automation Systems (GitHub Actions, Jenkins, Urbancode Deploy, or similar tools)
Automated Testing/Quality (SonarQube, Cucumber, JUnit/xUnit, JMeter, and similar tools)
DevOps domain (CI/CD, pipelines, IaC, Test Automation)
Agile methodologies

As a hands-on client and team leader, we expect you’ll have significant experience with many of the tools and technologies we frequently use with our clients. While we know it's impossible to be an expert on all the tools available, we expect you to have hands-on experience with a majority.
Requirements
Employment eligibility: must be authorized to work in the United States or Canada without the need for sponsorship.
Travel availability: we divide our time between working remotely and visiting our client sites located throughout the U.S. and occasional international travel. For coaches, travel is typically twice per month domestically and twice a quarter internationally.

Specifics
Full benefits including unlimited PTO, funded HSA option, and quarterly company bonus
Liatrio is an equal opportunity employer. We value diversity at our company and strive to create a culture of inclusion. We do not discriminate, nor do we tolerate harassment, on the basis of race, religion, color, national origin, gender, gender identity, sexual orientation, age, marital status, veteran status or disability status.

We want our process to be accessible for everyone. If you have a disability under the Americans with Disabilities Act or similar law, or you require a religious accommodation, and you wish to discuss potential accommodations related to applying for employment at our company, please contact hello@liatrio.com."
"Community Strategist, Agile & DevOps",-1,4.0,Atlassian,"San Francisco, CA","Industry
Software Development",Information Technology,"Overview:
Working at Atlassian
Atlassians can choose where they work – whether in an office, from home, or a combination of the two. That way, Atlassians have more control over supporting their family, personal goals, and other priorities. We can hire people in any country where we have a legal entity. Interviews and onboarding are conducted virtually, a part of being a distributed-first company.

Our Community & Learning Team is a globally distributed team comprised of people with backgrounds in community management, training and certifications, operations, marketing, and customer engagement. We build programs and experiences that help Atlassian's global community learn, earn and connect across first- and third-party channels, in partnership with internal teams, customers, and our partners. We're hiring a Community Strategist to focus on our Agile and DevOps solution area. This role will report to the Senior Team Lead, Advocacy. Here, you'll work with stakeholders from Product Management and Marketing on community strategies that grow and activate more champions of our Agile & DevOps products and the Atlassian brand.
Responsibilities:
What you'll do:
Consult and guide stakeholders in the Agile & DevOps solution area to build and execute multi-channel community strategies focused on engagement, knowledge exchange, connection and brand love
Proactively identify and recommend creative ways to engage and grow our community across both 1st and 3rd party channels
Create experiences where members and partners are excited to participate, with an emphasis on growing and activating champions
Program manage a multi-faceted tactical approach across go-to-market teams (brand, product marketing, customer success, channel ecosystem, and more)
Communicate with cross-functional teams, senior-level business executives, customers, and partners, generating awareness and buy-in

#LI-Remote
Qualifications:
Your Background:
7+ years in a community, advocacy, or customer engagement focused role
3+ years experience working with Agile & DevOps solutions
Strong knowledge of the Agile & DevOps solution area, including Atlassian's and competitor offerings in the market
Demonstrated cross-team, project management experience including planning, scheduling, monitoring and reporting
Experience gathering and analyzing data to understand the pros and cons of different decisions and options
Documentation and facilitation skills in leading and planning meetings, reviews, and retrospectives.
Experience with social media platforms and propagating messages within online communities
Natural empathy for and understanding of customers' needs
Compensation
At Atlassian, we strive to design equitable and explainable compensation programs. To support this goal, the baseline of our range is higher than that of the typical market range, but in turn we expect to hire most candidates near this baseline. Base pay within the range is ultimately determined by a candidate's skills, expertise, or experience. In the United States, we have three geographic pay zones. For this role, our current base pay ranges for new hires in each zone are:
Zone A: $133,100 - $177,500
Zone B: $119,800 - $159,700
Zone C: $110,500- $147,300
This role may also be eligible for benefits, bonuses, commissions, and equity.

Our perks & benefits
Atlassian offers a variety of perks and benefits to support you, your family and to help you engage with your local community. Our offerings include health coverage, paid volunteer days, wellness resources, and so much more. Visit go.atlassian.com/perksandbenefits to learn more.

About Atlassian
At Atlassian, we're motivated by a common goal: to unleash the potential of every team. Our software products help teams all over the planet and our solutions are designed for all types of work. Team collaboration through our tools makes what may be impossible alone, possible together.
We believe that the unique contributions of all Atlassians create our success. To ensure that our products and culture continue to incorporate everyone's perspectives and experience, we never discriminate based on race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. All your information will be kept confidential according to EEO guidelines.
To provide you the best experience, we can support with accommodations or adjustments at any stage of the recruitment process. Simply inform our Recruitment team during your conversation with them.
To learn more about our culture and hiring process, visit go.atlassian.com/crh."
Systems Administrator / DevOps,"$147,290",4.0,BAE Systems,"Reston, VA","Industry
Aerospace & Defense",Aerospace & Defense,"Job Description

BAE Systems is seeking IT System Administrators to support our government customer. The selected applicants will join the team as we seek to deliver world-class capabilities for our client and their associated contractors, driving productivity and innovation. This team supports system architecture and design, infrastructure and OS level support, commercial tool integration, and application support. This position will include the following duties and responsibilities:

Responsibilities include:
Monitors application status; support application event triage, monitoring, tracking, and correlation and event characterization and escalation, work with vendors as needed for event resolution. Follows up with customer to ensure issue has been resolved.
Systems Administrator with strong Linux and Windows Server knowledge to troubleshoot, patch, and maintain complex applications and services.
Experience building instances using Amazon Web Services (AWS).
Possesses knowledge of Python, JavaScript, and other scripting languages.
The System Administrator should be familiar with Salt Configuration to maintain, deploy, and troubleshoot software deployed on various environments.
Assisting with the configuration and operation of business systems (mainframe, mini and client/server-based).
Deploying and integrating software products and to ensure compatibility with associated platforms.
The candidate must have strong communication skills to communicate with Software Developers to ensure requirements are met and issues are resolved in a timely manner.
Monitor systems and logs to resolve any issues and errors that may arise.
Must be familiar with Oracle, Mongo, PostgreSQL, and MySQL databases.
The individual must have the ability to write SOPs to ensure continuity of operations and to share with other members of the team.
The individual will create and manage security groups for various projects and systems.
Must be able to work after normal core working hours to deploy new software and conduct maintenance of critical systems.
Be familiar with security protocols and requirements to address questions and concerns regarding security testing for various software and servers.

Required Education, Experience, & Skills
Some Cloud Formation experience
RDS experience
DoD 8570 compliant IAT Level II Certificate or equivalent
Experience with Linux
Ability/desire to work evening shift schedule

Preferred Education, Experience, & Skills
Experience with Elasticsearch

Pay Information
Full-Time Salary Range: $109120 - $185460

Please note: This range is based on our market pay structures. However, individual salaries are determined by a variety of factors including, but not limited to: business considerations, local market conditions, and internal equity, as well as candidate qualifications, such as skills, education, and experience.

Employee Benefits: At BAE Systems, we support our employees in all aspects of their life, including their health and financial well-being. Regular employees scheduled to work 20+ hours per week are offered: health, dental, and vision insurance; health savings accounts; a 401(k) savings plan; disability coverage; and life and accident insurance. We also have an employee assistance program, a legal plan, and other perks including discounts on things like home, auto, and pet insurance. Our leave programs include paid time off, paid holidays, as well as other types of leave, including paid parental, military, bereavement, and any applicable federal and state sick leave. Employees may participate in the company recognition program to receive monetary or non-monetary recognition awards. Other incentives may be available based on position level and/or job specifics.

About BAE Systems Intelligence & Security
BAE Systems, Inc. is the U.S. subsidiary of BAE Systems plc, an international defense, aerospace and security company which delivers a full range of products and services for air, land and naval forces, as well as advanced electronics, security, information technology solutions and customer support services. Improving the future and protecting lives is an ambitious mission, but it’s what we do at BAE Systems. Working here means using your passion and ingenuity where it counts – defending national security with breakthrough technology, superior products, and intelligence solutions. As you develop the latest technology and defend national security, you will continually hone your skills on a team—making a big impact on a global scale. At BAE Systems, you’ll find a rewarding career that truly makes a difference.

Intelligence & Security (I&S), based in McLean, Virginia, designs and delivers advanced defense, intelligence, and security solutions that support the important missions of our customers. Our pride and dedication shows in everything we do—from intelligence analysis, cyber operations and IT expertise to systems development, systems integration, and operations and maintenance services. Knowing that our work enables the U.S. military and government to recognize, manage and defeat threats inspires us to push ourselves and our technologies to new levels.

Our Commitment to Diversity, Equity, and Inclusion:
At BAE Systems, we work hard every day to nurture an inclusive culture where employees are valued and feel like they belong. We are conscious of the need for all employees to see themselves reflected at every level of the company and know that in order to unlock the full potential of our workforce, everyone must feel confident being their best, most sincere self and be equipped to thrive. We provide impactful professional development experiences to our employees and invest in social impact partnerships to uplift communities and drive purposeful change. Here you will find significant opportunities to do meaningful work in an environment intentionally designed to be one where you will learn, grow and belong."
DevOps Engineer,"$90,500",3.7,"Zoom Video Communications, Inc.",Remote,"Industry
Information Technology Support Services",Information Technology,"You will be part of a DevOps team responsible for deploying and operating core services for Zoom Apps applications and products. Zoom Apps bring best of breed applications into the Zoom experience for seamless productivity and engaging experience

Responsibilities:
Design, deploy, monitor and scale Zoom Platform services
Improve the whole lifecycle of Zoom Platform services from planning to go live strategy
Work closely with cross-functional stakeholders to analyze and troubleshoot complex production issues
Build a resilient and scalable service infrastructure to accommodate region based data centers
Optimize current CI/CD process and streamline automation effort for server provisioning and deployment
Support test automation and deployment strategy to optimize service performance and ensure product quality
Ability to be flexible with a positive attitude and learn quickly in a dynamic environment
Ability to deliver and manage detailed technical documentation and training

Qualifications:
BS/MS (CS or related major preferred)
Minimum 3 years of DevOps or SRE experience
Deep knowledge of AWS infrastructure (i.e. DynamoDB, S3, Nginx, CloudWatch), Linux batch commands, ELK stack and container orchestration (i.e. K8s, Docker)
Hands on experience in Jenkins, Ansible and Git repositories
Ability to monitor, debug and automate routine tasks
Familiar with cloud infrastructure technologies and cloud based test automation solution
Willing to learn, be proactive, and think creatively
Working experience with Terraform on cluster provision preferred.
Kubernetes cluster monitoring, alerting and logging experience preferred
Salary Range or On Target Earnings:
Minimum:
$90,500.00
Maximum:
$209,200.00
In addition to the base salary and/or OTE listed Zoom has a Total Direct Compensation philosophy that takes into consideration; base salary, bonus and equity value.

Note: Starting pay will be based on a number of factors and commensurate with qualifications & experience.
We also have a location based compensation structure; there may be a different range for candidates in this and other locations.
About Us
Zoomies help people stay connected so they can get more done together. We set out to build the best video product for the enterprise, and today help people communicate better with products like Zoom Contact Center, Zoom Phone, Zoom Events, Zoom Apps, Zoom Rooms, and Zoom Webinars.
We’re problem-solvers, working at a fast pace to design solutions with our customers and users in mind. Here, you’ll work across teams to deliver impactful projects that are changing the way people communicate and enjoy opportunities to advance your career in a diverse, inclusive environment.
We believe that the unique contributions of all Zoomies is the driver of our success. To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. Zoom is proud to be an equal opportunity workplace and is an affirmative action employer. All your information will be kept confidential according to EEO guidelines.
We welcome people of different backgrounds, experiences, abilities and perspectives including qualified applicants with arrest and conviction records and any qualified applicants requiring reasonable accommodations in accordance with the law. If you need any assistance or accommodations due to a medical condition, or if you need assistance accessing our website or completing the application process, please let us know by emailing us at careers@zoom.us.
#LI-Remote"
DevOps Tester Professional,-1,3.4,Technology Ventures,"McLean, VA","Industry
HR Consulting",Human Resources & Staffing,"DevOps Tester Professional-

Job Description:
The candidate for this Automation Tester role will be responsible for automating testing for secondary mortgage applications.

Requirements include the following:
Must have experience in BDD and TDD and tools (such as Gherkin and Cucumber) to implement methodologies
Must have experience in Selenium, Cucumber (Postman experience a plus)
Demonstrated experience with Continuous Integration, including one or more of the following:
o Build/deploy/version control tools
o Jenkins
o Maven
o Git
o Grunt
Primary Mortgage Market experience is a plus
Must be an expert in the following software lifecycle methodologies: SDLC and Agile
Must have experience in Quality Assurance, Functional, Automation, GUI, Back-End, Data-Driven Performance, Stress, Load, and Regression Testing of web and client server-based applications

Top skills:
1. Communication
2. Automation testing experience with Selenium
3. Ability to learn and pick up new technologies"""
Associate DevOps Engineer - Seeking 2024 Grads,"$102,500",3.8,Veeva Systems,"Pleasanton, CA","Industry
Enterprise Software & Network Solutions",Information Technology,"Veeva Systems is a mission-driven organization and pioneer in industry cloud, helping life sciences companies bring therapies to patients faster. As one of the fastest-growing SaaS companies in history, we surpassed $2B in revenue in our last fiscal year with extensive growth potential ahead.
At the heart of Veeva are our values: Do the Right Thing, Customer Success, Employee Success, and Speed. We’re not just any public company – we made history in 2021 by becoming a public benefit corporation (PBC), legally bound to balancing the interests of customers, employees, society, and investors.
Join us in transforming the life sciences industry, committed to making a positive impact on its customers, employees, and communities.
Veeva is dedicated to building careers of new university graduates through our Engineering Development Program. Generation Veeva is a program focused on your professional development, providing mentors, workshops, and career path planning. Join our team and grow your career at Veeva!
The Role
Vault is a proven, cloud-based development platform to manage documents and related data while automating tasks and processes across the organization. The DevOps Team is an integral part of the Vault Engineering Team, answering a wide variety of challenges across the entire product lifecycle. You’ll be working on the Vault DevOps team, which utilizes a wide variety of languages, modern technologies and best practices to ensure that the Veeva Vault engineering team is developing and deploying Vault with both quality and speed.
Qualified candidates must be legally authorized to be employed in the United States. Veeva does not provide sponsorship for employment visa status (e.g., H-1B, OPT or TN status) for this employment position.
This position requires you to work in the office 4 days/week for your first two years. After 2 years, you will have the flexibility to Work Anywhere.
What You’ll Do
Help design, create and support a large-scale fully automated environment that creates hundreds of AWS (Amazon EC2) instances, answers thousands of questions and executes millions of test cases daily.
Work with senior members of the Vault Engineering team to innovate, and create tools and processes that improve the quality and speed at which we can deliver product to our customers.
Write code to make it super easy for the Vault team to get the answers that they need quickly and efficiently.
Collaborate with every member of the Vault team.
Requirements
Located near Pleasanton, California and able to work in the office 4 days/week
Strong computer science fundamentals (data structures, algorithms, and object-oriented design)
Desire to work in enterprise software
Bachelor’s Degree in Computer Science, Engineering, or Physics with a 3.3 GPA or higher
Don’t have a university degree? That’s OK if you have the equivalent skills gained through work experience or disciplined self-study
Nice to Have
Working knowledge of Continuous Integration Frameworks (Jenkins, Bamboo, etc.)
Working knowledge of Continuous Deployment Frameworks (Ansible, etc.)
Experience with Atlassian products (JIRA, Confluence, etc.)
Learn More
Engineer Perspective: 3 Reasons to Consider Veeva
Life at Veeva: Generation Veeva
Perks & Benefits
Medical, dental, vision, and basic life insurance
Flexible PTO and company paid holidays
Retirement programs
1% charitable giving program
Compensation
Base pay: $90,000 – $115,000
This role offers a comprehensive benefits package. The salary range for this position represents the potential base salary for this position. The actual salary will vary based on market and expected contributions.
Veeva’s headquarters is located in the San Francisco Bay Area with offices in more than 15 countries around the world.
Veeva is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity or expression, religion, national origin or ancestry, age, disability, marital status, pregnancy, protected veteran status, protected genetic information, political affiliation, or any other characteristics protected by local laws, regulations, or ordinances. If you need assistance or accommodation due to a disability or special need when applying for a role or in our recruitment process, please contact us at talent_accommodations@veeva.com."
"DevOps Engineer - Remote, Full-Time",-1,-1,Bluelight Consulting,United States,-1,-1,"DevOps-as-a-Service provider, Bluelight Consulting, is seeking a DevOps Engineer to join its growing team.

We specialize in working with Kubernetes for cloud-native projects in GCP, AWS, Azure. Our engineers enjoy wearing many technology hats of a small boutique firm without corporate headaches. We work Monday-Friday, with flexible hours. We work hands-on with technologies like GKE/EKS, Terraform, Helm, CI/CD, and more.
Who We Are Looking For
Cloud Engineering (cloud computing) experience with AWS, GCP, and/or Azure to include load balancing
Infrastructure as a code (Terraform / Pulumi / Cloudformation)
Designed and maintained CI/CD process and tools (CircleCI, GitLab, Jenkins)
In-depth experience with the orchestration tools (Kubernetes)
In-depth experience with the config management tools (Helm, Ansible, Chef Puppet)
Testing, code review, good communication skills
Bonus Points
AWS Professional Certificates
Kubernetes Certificates
Google Cloud Certificates
Azure Certificates
What You'll Be Doing
Architect and integrate new applications along with occasional legacy applications
Build and maintain, update tool for deployment, monitoring, operations, and security
Troubleshoot and resolve issues in dev, testing, and production environments
Structure and maintain software config management systems
Scale for demand
Work with high growth, technology clients
Develop and improve operational practices and procedures
Suggest improvements and enhancements
Bring new features and services into production
Company Benefits
Competitive salary and bonuses, including performance-based salary increases.
Generous paid-time-off policy
Technology / Office stipend
Health Coverage
Flexible working hours
Work remotely
Continuing education, training, conferences
Company-sponsored coursework, exams, and certifications
Being a software consultant is a fun, challenging, and rewarding career choice for engineers. Your contributions are highly valued by clients, and the work you do often has a direct and significant impact on the client’s business.

You will have the chance to work on a variety of projects for our incredible clients, which will help you quickly improve as a consultant and software engineer. You will get to work with modern languages and frameworks alongside some of the best developers in the world!

So if you have the desire to be a part of an exciting, challenging, rapidly-growing software consultancy, please apply. #LI-Remote"
DevOps Engineer,"$200,000",4.2,Ontic Technologies,"Austin, TX","Industry
Enterprise Software & Network Solutions",Information Technology,"Who We Are

Ontic makes software that corporate and government security professionals use to proactively manage threats, mitigate risks, and make businesses stronger. Built by security and software professionals, the Ontic Platform connects and unifies critical data, business processes, and collaborators in one place, consolidating security intelligence and operations. We call this Connected Intelligence. Ontic serves corporate security teams across key functions, including intelligence, investigations, GSOC, executive protection, and security operations.

As Ontic employees, we put our mission first and value the trust bestowed upon us by our clients to help keep their people safe. We approach our clients and each other with empathy while focusing on the execution of our strategy. And we have fun doing it.

Who You are

As a DevOps Engineer at Ontic you will be bridging the gap between development and operations, ensuring the highest level of security for our cloud-based services for government clients.

You would lead major cloud migration projects, moving critical services to AWS GovCloud. Ontic's DevOps Engineer will be an integral part of our global team, collaborating closely with our DevOps professionals in India. This individual will contribute to ongoing projects and support initiatives, ensuring alignment and knowledge sharing across the team
Preferred Qualification
3-5 years of experience in DevOps
Proficient in Linux
Hands-on experience with AWS, GovCloud preferred
Experience in Mongo, Elasticsearch, Kafka is must
AWS Certified Security - Specialist Certification or similar
Experience of technology like Docker, and Kubernetes is must
Experience in ansible, Terraform or similar is a must
Experience in scripting languages. (Shell, Python or go scripting)
Working knowledge of web servers(Nginx/Apache), networking, and version control systems like Gitlab or Github
Experience in CI/CD (Jenkins)
Experience in L1 issues troubleshooting
Experience with monitoring & logging tools like Kibana, Prometheus, Grafana, Logstash, new relic
What you will be doing at Ontic as DevOps Engineer
Deployment of various infrastructures on Cloud platforms like AWS, GCP
Server monitoring, analysis, and troubleshooting
Integration of Container technologies like Docker, Kubernetes
Automate using go, python or shell scripting
CI and CD integration for application
Database administration
Protecting operations by keeping information confidential
Maintain application SLA
$150,000 - $250,000 a year
Our salary ranges are based on paying competitively for our size and industry and are one part of the total compensation package that also includes a bonus plan, equity, benefits, and other opportunities at Ontic. Individual pay decisions are based on a number of factors, including qualifications for the role, experience level, and skillset.

Only U.S. citizens are eligible to apply for this role

Don’t meet every single requirement? Studies have shown that women and people of color are less likely to apply to jobs unless they meet every single qualification. At Ontic we are dedicated to building a diverse, inclusive and authentic workplace, so if you’re excited about this role, we encourage you to apply anyways. You may be just the right candidate for this or other roles.

Ontic Benefits & Perks
Competitive Salary
Medical, Vision & Dental Benefits
401k
Stock Options
HSA Contribution
Learning Stipend
Flexible PTO Policy
Quarterly company ME (mental escape) days
Generous Parental Leave policy
Home Office Stipend
Mobile Phone Reimbursement
Home Internet Reimbursement for Remote Employees
Anniversary & Milestone Celebrations

Ontic is an equal-opportunity employer. We are committed to a work environment that celebrates diversity. We do not discriminate against any individual based on race, color, sex, national origin, age, religion, marital status, sexual orientation, gender identity, gender expression, military or veteran status, disability, or any factors protected by applicable law."
Remote Pipeline SME (Azure DevOps and GitHub),$105.00,3.7,Insight Enterprises,Kansas,"Industry
Enterprise Software & Network Solutions",Information Technology,"Insight Enterprises is a Fortune 500 Solutions Integrator helping organizations accelerate transformation by unlocking the power of people and technology. With a 35-year foundation in hardware and software supply chain augmenting our deep expertise in cloud, data, AI, cybersecurity and intelligent edge, we guide organizations through complex digital decisions to achieve extraordinary results.
This role is within our Residency Offering, which is a solution that provides strategic technical resources to our customers on a contractual basis.

We are seeking a Remote Pipeline SME with Azure DevOps and GitHub expertise to join our team. This is a 6 week W2 contract that has the opportunity to extend and/or convert to a permanent hire. The ideal candidate will have experience with Azure, and familiarity with AWS and/or GCP. In this role, you will be responsible for updating pipelines to pull credentials from Hashi Vault, while working alongside our Vault expert.

Location: Remote
Duration: 6 week W2 contract with the opportunity to extend and or convert to a permanent hire
Pay: Dependent on experience, though in the realms of $90.00 to $120.00 an hour

The Pipeline SME will have hands-on experience with Azure DevOps and GitHub, with the ability to design, build, and maintain reliable and efficient pipelines. You should have experience with infrastructure as code (IAC) frameworks, automation tools, and continuous integration/continuous deployment (CI/CD) pipelines. Experience with Hashi Vault or similar secrets management tools is a plus.

Key Responsibilities:

Design, build, and maintain reliable and efficient pipelines for deployment and testing.
Collaborate with developers, testers, and DevOps to streamline the deployment process.
Update pipelines to pull credentials from Hashi Vault.
Work alongside our Vault expert to integrate pipelines with secrets management tools.
Develop scripts and tools to automate pipeline setup, maintenance, and configuration.
Monitor pipeline performance and troubleshoot issues as they arise.
Stay up to date with industry trends and best practices to continuously improve pipeline efficiency and security.

What you'll need to succeed:

Minimum of 5 years of experience in pipeline development or DevOps engineering.
Hands-on experience with Azure DevOps and GitHub.
Experience with infrastructure as code (IAC) frameworks, automation tools, and CI/CD pipelines.
Familiarity with AWS and/or GCP.
Experience working with secrets management tools such as Hashi Vault.
Strong analytical and problem-solving skills.
Excellent communication and collaboration skills.

Insight is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, sexual orientation or any other characteristic protected by law"
DevOps Analyst,"$124,300",4.1,The Aerospace Corporation,"El Segundo, CA","Industry
Aerospace & Defense",Aerospace & Defense,"The Aerospace Corporation is the trusted partner to the nation’s space programs, solving the hardest problems and providing unmatched technical expertise. As the operator of a federally funded research and development center (FFRDC), we are broadly engaged across all aspects of space— delivering innovative solutions that span satellite, launch, ground, and cyber systems for defense, civil and commercial customers. When you join our team, you’ll be part of a special collection of problem solvers, thought leaders, and innovators. Join us and take your place in space.
At Aerospace, we are committed to providing an inclusive and diverse workplace for all employees to share in our common passion and aspiration – to carry out a mission much bigger than ourselves.
We are seeking a DevOps Analyst to join our team in the STARS Mission Operations Center. STARS provides launch telemetry processing, cloud-based data visualization and analysis tools, full-duplex multi-channel voice services, and video monitoring for National Security Space missions. STARS provides technical reach-back for issues that arise during the countdown, participates in tests and rehearsals, and operates and maintains critical technical computing capabilities for NSS launch operations. The DevOps Analyst position is a critical part of the team, collaborating with and providing guidance to multiple teams with a focus on developing a production operations pipeline.

Work Model: This position will be located 50% onsite

What You’ll Be Doing
You will be a STARS DevOps Analyst who will act as the DevOps liaison between the STARS software dev team and the STARS operations team.
Analyze existing CI/CD pipelines and deployment processes
Identify bottlenecks and potential trouble areas, balancing the needs of dev and ops
Real-time network and performance monitoring during launch operations
Provide real-time support and gather feedback from analysts during launch operations
Collaborate with the software development team to identify solutions that are appropriate for a production-level operations pipeline
Team with Enterprise Information Services (EIS) to identify and implement compliant, custom solutions for networked capabilities
Review and evaluate software change requests
Manage access authorization, background jobs, system performance across different levels of classification
You will perform a crucial function as part of the group that provides launch operations services and capabilities to the United States Space Force
Duties, responsibilities, and activities may change, or new ones may be assigned as needed

What You Need to be Successful – Member of Technical Staff
Minimum Requirements:
Bachelor’s degree from an accredited program in Computer Science, Computer Engineering, or related STEM field.
Two or more years of relevant DevOps experience
Broad background knowledge of topics including CI/CD, cloud computing, programming/shell scripting, networking, encryption, storage devices/systems, system administration
Proficiency in Agile Software Development practices
An ability to learn quickly and apply that knowledge in a real-life scenario
A history of working collaboratively as part of an interdisciplinary team with varying objectives
Able to handle multiple requests and tasks in a fast-paced, agile environment
This position requires the ability to obtain and maintain a security clearance, which is issued by the US government. U.S citizenship is required to obtain a security clearance

What You Need to be Successful – Sr. Member of Technical Staff
Minimum Requirements (In Addition to Above):
Five or more years of experience in DevOps, CI/CD, cloud computing
Two years of project or team leadership experience in an Agile environment

How You Can Stand Out
It would be impressive if you have one or more of these:
Bachelor’s degree or higher from an accredited program in Aerospace, Aeronautical, or Astronautical Engineering.
Two years or more of launch vehicle/spacecraft operations support experience
Experience as Scrum Master or Kanban Lead
Expertise in developing and deploying cloud applications from start to finish
Familiarity with hardware replacement, security updates, network software installation, 3rd party maintenance subscriptions, software licensing in a mixed server environment
We offer a competitive compensation package where you’ll be rewarded based on your performance and recognized for the value you bring to our business. The grade-based pay range for this job is listed below. Individual salaries within that range are determined through a wide variety of factors including but not limited to education, experience, knowledge and skills.
(Min - Mid - Max)
$71,000 - $97,650 - $124,300
Pay Basis: Annual
Ways We Reward Our Employees
During your interview process, our team will provide details of our industry-leading benefits.
Benefits vary and are applicable based on Job Type. A few highlights include:
Comprehensive health care and wellness plans
Paid holidays, sick time, and vacation
Standard and alternate work schedules, including telework options
401(k) Plan — Employees receive a total company-paid benefit of 8%, 10%, or 12% of eligible compensation based on years of service and matching contributions; employees are immediately eligible and vested in the plan upon hire
Flexible spending accounts
Variable pay program for exceptional contributions
Relocation assistance
Professional growth and development programs to help advance your career
Education assistance programs
An inclusive work environment built on teamwork, flexibility, and respect
We are all unique, from diverse backgrounds and all walks of life, yet one thing bonds all of us to each other—the belief that we can make a difference. This core belief empowers us to do our best work at The Aerospace Corporation.
Equal Opportunity Commitment
The Aerospace Corporation is an Equal Opportunity/Affirmative Action employer. We believe that a diverse workforce creates an environment in which unique ideas are developed and differing perspectives are valued, producing superior customer solutions. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, age, sex (including pregnancy, childbirth, and related medical conditions), sexual orientation, gender, gender identity or expression, color, religion, genetic information, marital status, ancestry, national origin, protected veteran status, physical disability, medical condition, mental disability, or disability status and any other characteristic protected by state or federal law. If you’re an individual with a disability or a disabled veteran who needs assistance using our online job search and application tools or need reasonable accommodation to complete the job application process, please contact us by phone at 310.336.5432 or by email at
ieo.mailbox@aero.org
. You can also review
Know Your Rights
: Workplace Discrimination is Illegal
, as well as the
Pay Transparency Policy Statement
."
Software Engineer II - Remote,"$117,230",4.5,Akamai,Remote,"Industry
Information Technology Support Services",Information Technology,
